wosid
WOS:000253195200008
WOS:000221453300006
WOS:A1987J363100010
WOS:A1988M177600014
WOS:A1988M179300004
WOS:A1988N151900032
WOS:A1988Q139100017
WOS:A1988AB20800006
WOS:A1989AD72600015
WOS:A1989AC63400001
WOS:A1989CB35000001
WOS:000291111700010
WOS:000297396600020
WOS:000334066600005
WOS:000344396900009
WOS:000348631400002
WOS:000352033400001
WOS:000371629700008
WOS:000385853500002
WOS:000286296500001
WOS:000286296500019
WOS:000223147400005
WOS:000340047800013
WOS:000351872500005
WOS:000367178600002
WOS:000372388700004
WOS:A1974T523700002
WOS:A1975AG21100008
WOS:A1975LW53700001
WOS:A1977EB12800004
WOS:A1977EA86200007
WOS:A1979GX50900006
WOS:A1979GS22900004
WOS:000236794900003
WOS:000266811600018
WOS:000245680800001
WOS:000247311300002
WOS:000247562100004
WOS:000174892800010
WOS:000179392000001
WOS:000183357400077
WOS:A1995RX69001543
WOS:000294275400007
WOS:000357929400021
WOS:000497483900008
WOS:000967592600007
WOS:000184135700017
WOS:000184949000002
WOS:000380760100001
WOS:000389174600013
WOS:000416497500003
WOS:000472126600002
WOS:000499083100008
WOS:000555699000007
WOS:000579087500002
WOS:000931259500001
WOS:000986429900001
WOS:000181994600022
WOS:000185836500001
WOS:000077278600017
WOS:000186322400004
WOS:000222898400006
WOS:000229935800003
WOS:000230236100022
WOS:000236639000009
WOS:000564162400003
WOS:000564162400001
WOS:000564162400002
WOS:000564162400004
WOS:A1974V263900005
WOS:000801058500006
WOS:001071842500001
WOS:000387045200008
WOS:000170079800007
WOS:000178038200007
WOS:000186128700002
WOS:000185185200009
WOS:000184745700019
WOS:000188202200001
WOS:000233209600002
WOS:000232271200005
WOS:000237152100003
WOS:000241536200002
WOS:000244412300001
WOS:000245741900001
WOS:000245473400001
WOS:000255691700027
WOS:000260959100003
WOS:000262025800007
WOS:000264384600012
WOS:000266458300064
WOS:000266638800005
WOS:000290636900018
WOS:000273754300006
WOS:000273754300001
WOS:000281911400005
WOS:000361553500007
WOS:000321984500001
WOS:000286107500002
WOS:000292839400005
WOS:000291230400003
WOS:000314884500007
WOS:000338925400020
WOS:000343661000004
WOS:000363884900002
WOS:000369142300006
WOS:000378239600001
WOS:000379341300123
WOS:000402551700077
WOS:000412113100013
WOS:000419576600012
WOS:000445879400004
WOS:000503177000003
WOS:000490124700013
WOS:000505406100001
WOS:000507369500005
WOS:000528254600002
WOS:000534385800005
WOS:000534143500004
WOS:000578015100001
WOS:000611111200010
WOS:000672691700010
WOS:000920954800001
WOS:000920954800008
WOS:A1993LY12300007
WOS:A1994PV97900009
WOS:A1996UV77900008
WOS:A1997XE64100007
WOS:000071583100002
WOS:000079739300002
WOS:000165565600001
WOS:000167294200004
WOS:000189141200010
WOS:000234854500010
WOS:000237152100006
WOS:000240736900001
WOS:000246573600031
WOS:000249267100007
WOS:000443411400002
WOS:000208830100004
WOS:000328953600008
WOS:000334234900014
WOS:000246986500051
WOS:000266981300007
WOS:000272727500004
WOS:000292186600004
WOS:000290484100001
WOS:000292932200005
WOS:000298353500008
WOS:000298323100007
WOS:000345906500010
WOS:000351188700006
WOS:000383574000005
WOS:000076974800004
WOS:000165519600006
WOS:000173663100003
WOS:000188355000003
WOS:000260133900005
WOS:000274451900002
WOS:000392564500003
WOS:000646253400006
WOS:000720205200002
WOS:000734141800001
WOS:000296555400003
WOS:000316527800004
WOS:000320113700004
WOS:000335517900006
WOS:000348898600005
WOS:000354628200001
WOS:000366607500003
WOS:000371920800007
WOS:000387517900024
WOS:000397139500011
WOS:000428815200003
WOS:000467879400009
WOS:000534385800004
WOS:000571403900004
WOS:000571403900010
WOS:000604259100009
WOS:000630149900001
WOS:000635983300008
WOS:000637047200008
WOS:000685106100018
WOS:000689662600001
WOS:000728441400015
WOS:001171397900008
WOS:000221453300001
WOS:000236937100006
WOS:000233170400003
WOS:000238567400011
WOS:000248988000007
WOS:000256992600006
WOS:000258567000002
WOS:000272031900005
WOS:000273411400003
WOS:000276580100008
WOS:000289627300008
WOS:000289405800011
WOS:000294111300003
WOS:000295098400007
WOS:000256370300075
WOS:000272589900003
WOS:000289740800004
WOS:000300411000004
WOS:000320230100003
WOS:000342236000002
WOS:000371602500003
WOS:000519609900004
WOS:000426323300008
WOS:000439707000004
WOS:000462606300002
WOS:000511464700001
WOS:000568523800013
WOS:000685106100011
WOS:000702730200005
WOS:000767460700001
WOS:000994016400001
WOS:000501382100005
WOS:000590695200006
WOS:000800617400004
WOS:000833472500001
WOS:000861029400007
WOS:000911815500001
WOS:001094235100001
WOS:000435727700003
WOS:000468236300003
WOS:000082876800006
WOS:000179521300006
WOS:000186245600008
WOS:000238044700004
WOS:000438427000001
WOS:000257950000007
WOS:000266267700005
WOS:000272673200006
WOS:000296007700003
WOS:000295363500007
WOS:000311612700013
WOS:000317160300001
WOS:000375812600035
WOS:000390320100004
WOS:000432416900025
WOS:000538549700009
WOS:000870270300018
WOS:A1983RP70900006
WOS:A1983SH00500021
WOS:A1983RJ18300003
WOS:A1984SA66200004
WOS:A1985AQL5300006
WOS:A1986A212500002
WOS:A1986D079500003
WOS:A1986D603300004
WOS:A1987G213600003
WOS:A1987J363100006
WOS:A1987J156600006
WOS:A1988L694600005
WOS:A1988N799200011
WOS:A1988AC16800006
WOS:A1990CV63300001
WOS:A1990CL51600004
WOS:A1990DG82000010
WOS:A1991HF10300002
WOS:A1992HW87200014
WOS:A1993LP97500005
WOS:A1994MZ84700007
WOS:A1994NQ07100005
WOS:A1995QQ88600014
WOS:A1995QP56800007
WOS:A1995RH27600017
WOS:A1996VM52100003
WOS:A1997YG47800005
WOS:000088082000004
WOS:000179083900008
WOS:000182712800010
WOS:000182858800009
WOS:000182880300001
WOS:000228831000036
WOS:000231113300004
WOS:000255441500005
WOS:000270725300002
WOS:000300226100007
WOS:000347021500012
WOS:000368216500005
WOS:000369010100006
WOS:000402552200003
WOS:000534143500012
WOS:000747083800023
